ref  prn      pid            pname                             id                                                               name                                                                                    value              ave     cut    psmile                                                                                                                                                                                                                                                                                                          
EH   51641    CHEMBL416230   DECOQUINATE                       CHEMBL416230                                                     DECOQUINATE                                                                             0.0589,6.72        57.75   78.11  CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC                                                                                                                                                                                                                                                                       
ET   139225   CHEMBL1071     OXAPROZIN                         CHEMBL1071                                                       OXAPROZIN                                                                               0.2426,-2.41       57.755  74.16  O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1                                                                                                                                                                                                                                                                           
HT   443348   CHEMBL196      ASCORBIC ACID                     CHEMBL196                                                        ASCORBIC ACID,ASCORBIC-ACID                                                             0.2513,0.06898     57.755  75.22  O=C1O[C@H]([C@@H](O)CO)C(O)=C1O                                                                                                                                                                                                                                                                                 
EH   161281   CHEMBL1118     DESVENLAFAXINE                    CHEMBL1118,CHEMBL1201728                                         DESVENLAFAXINE,DESVENLAFAXINE SUCCI                                                     0.0828,4.27        57.76   70.23  CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1                                                                                                                                                                                                                                                                                 
ET   1383362  CHEMBL2110922  AMEZINIUM                         CHEMBL2106667                                                    AMEZINIUM METILSULFA,AMEZINIUM METHYL SUL                                               0.1857,-1.08       57.805  68.58  COc1cc(N)cn[n+]1-c1ccccc1                                                                                                                                                                                                                                                                                       
ET   46073    CHEMBL780      PENTETIC ACID                     CHEMBL780                                                        PENTETIC ACID,PENTETIC ACID,GADOPENTETIC-ACID                                           0.02435,5.87       57.815  75.89  O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O                                                                                                                                                                                                                                                                
EH   272804   CHEMBL349605   E968                              CHEMBL349605                                                     ERYTHRITOL                                                                              0.1573,-2.81       57.835  76.06  OC[C@H](O)[C@H](O)CO                                                                                                                                                                                                                                                                                            
HT   123976   CHEMBL1037     GUANADREL                         CHEMBL3184143,CHEMBL1037                                         GUANADREL SULFATE,GUANADREL                                                             0.1316,0.1079      57.855  60.95  N=C(N)NCC1COC2(CCCCC2)O1                                                                                                                                                                                                                                                                                        
EH   139940   CHEMBL87992    ESLICARBAZEPINE ACETATE           CHEMBL87992                                                      ESLICARBAZEPINE ACET,ESLICARBAZEPINE (ACE                                               0.123,0.5          57.905  61.63  CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21                                                                                                                                                                                                                                                                        
EH   140117   CHEMBL1079     TIZANIDINE                        CHEMBL1079,CHEMBL1200329                                         TIZANIDINE,TIZANIDINE HYDROCHLO                                                         0.1488,-2          57.94   72.34  Clc1ccc2nsnc2c1NC1=NCCN1                                                                                                                                                                                                                                                                                        
HT   31289    CHEMBL284348   DALFAMPRIDINE                     CHEMBL284348                                                     DALFAMPRIDINE,4-AMINOPYRIDINE,FAMPRIDINE                                                0.1168,0.1111      57.95   59.1   Nc1ccncc1                                                                                                                                                                                                                                                                                                       
ET   128555   CHEMBL311498   CIANIDANOL                        CHEMBL311498                                                     CIANIDANOL,CIANIDANOL [+-CATECH                                                         -0.02733,11.44     57.97   87.12  Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2                                                                                                                                                                                                                                                                
ET   279247   CHEMBL353846   ADIPHENINE                        CHEMBL555654                                                     ADIPHENINE HYDROCHLO                                                                    0.1368,0.38        58.06   62.22  CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1                                                                                                                                                                                                                                                                              
EH   1064616  CHEMBL1651913  OXYFEDRINE                        CHEMBL1651913,CHEMBL2354521                                      OXYFEDRINE                                                                              0.05957,6.41       58.085  77.8   COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1                                                                                                                                                                                                                                                                   
ET   139045   CHEMBL1069     VALSARTAN                         CHEMBL1069                                                       VALSARTAN                                                                               0.3109,-4          58.095  80.72  CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C                                                                                                                                                                                                                                                   
ET   1785     CHEMBL429      LABETALOL                         CHEMBL1200323                                                    LABETALOL HYDROCHLOR                                                                    0.3584,-4.93       58.11   84.32  CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1                                                                                                                                                                                                                                                                         
ET   419596   CHEMBL193      NIFEDIPINE                        CHEMBL193                                                        NIFEDIPINE                                                                              0.2063,-1.74       58.125  71.27  COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]                                                                                                                                                                                                                                                            
EH   706068   CHEMBL1257073  TECOVIRIMAT                       CHEMBL1257073                                                    TECOVIRIMAT                                                                             0.03467,9.89       58.185  85.18  O=C(NN1C(=O)[C@H]2[C@H]3C=C[C@H]([C@@H]4C[C@H]34)[C@H]2C1=O)c1ccc(C(F)(F)F)cc1                                                                                                                                                                                                                                  
ET   187696   CHEMBL1161     MOMETASONE FUROATE                CHEMBL1161                                                       MOMETASONE FUROATE                                                                      -0.02194,10.61     58.225  86.46  C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl                                                                                                                                                                                                           
ET   969      CHEMBL6705                                       CHEMBL6705                                                       2-AMINOBENZENESULFON                                                                    0.646,-16.4        58.245  98.59  Nc1ccccc1S(N)(=O)=O                                                                                                                                                                                                                                                                                             
EH   74911    CHEMBL885      EMTRICITABINE                     CHEMBL885                                                        EMTRICITABINE,(-) EMTRICITABINE                                                         0.1635,-3.69       58.25   79.42  Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F                                                                                                                                                                                                                                                                            
EH   228354   CHEMBL139367   PERAMIVIR                         CHEMBL139367                                                     PERAMIVIR,PERAMIVIR TRIHYDRATE                                                          0.03535,9.66       58.285  85.06  CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N                                                                                                                                                                                                                                                
HT   675711   CHEMBL1201760  BESIFLOXACIN                      CHEMBL1201760,CHEMBL1201761                                      BESIFLOXACIN,BESIFLOXACIN HYDROCH,BESIFLOXACIN HCL (BE                                  0.1261,0.08463     58.325  63.14  N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1                                                                                                                                                                                                                                                         
ET   1049174  CHEMBL1626223  PYRANTEL                          CHEMBL2105309,CHEMBL1599768                                      PYRANTEL TARTRATE,PYRANTEL (PAMOATE)                                                    0.1796,-1.07       58.365  68.51  CN1CCCN=C1/C=C/c1cccs1                                                                                                                                                                                                                                                                                          
EH   1446065  CHEMBL2206431  ARGLABIN                          CHEMBL2206431                                                    ARGLABIN                                                                                0.02107,11.85      58.375  88.31  C=C1C(=O)O[C@H]2[C@H]1CC[C@]1(C)O[C@@]13CC=C(C)[C@H]23                                                                                                                                                                                                                                                          
EH   317541   CHEMBL435298   ESFLURBIPROFEN                    CHEMBL435298                                                     FLURBIPROFEN-(S)-(+),FLURBIPROFEN                                                       0.1907,-6.47       58.385  89.16  C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1                                                                                                                                                                                                                                                                            
EH   14406    CHEMBL550      PILOCARPINE                       CHEMBL550,CHEMBL1213136,CHEMBL2139597                            PILOCARPINE,PILOCARPINE NITRATE                                                         0.1136,0.99        58.43   58.99  CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C                                                                                                                                                                                                                                                                                
HT   371561   CHEMBL1434     MINOCYCLINE                       CHEMBL1434,CHEMBL1200881                                         MINOCYCLINE,MINOCYCLINE HYDROCHL                                                        0.178,-0.01391     58.435  85.2   CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O                                                                                                                                                                                                                              
ET   112480   CHEMBL1006     AMIFOSTINE                        CHEMBL1006                                                       AMIFOSTINE                                                                              -0.05423,12.36     58.46   88.97  NCCCNCCSP(=O)(O)O                                                                                                                                                                                                                                                                                               
EH   435188   CHEMBL408513   BELINOSTAT                        CHEMBL408513                                                     BELINOSTAT (PXD101),BELINOSTAT                                                          16.22,-0.02011     58.495  93.54  O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO                                                                                                                                                                                                                                                                        
HT   907761   CHEMBL1483877  ETHENZAMIDE                       CHEMBL1483877                                                    ETHENZAMIDE                                                                             0.1002,0.115       58.54   59.58  CCOc1ccccc1C(N)=O                                                                                                                                                                                                                                                                                               
ET   78364    CHEMBL53292    ISOXICAM                          CHEMBL53292                                                      ISOXICAM                                                                                0.0392,4.25        58.56   71.8   Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1                                                                                                                                                                                                                                                                     
ET   84505    CHEMBL926      DOBUTAMINE                        CHEMBL1200418                                                    DOBUTAMINE HYDROCHLO,DOBUTAMINE (HYDROCHL                                               -0.04461,11.63     58.585  88.51  CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1                                                                                                                                                                                                                                                                              
ET   577488   CHEMBL1747     TOBRAMYCIN                        CHEMBL1747                                                       TOBRAMYCIN                                                                              0.06782,2.66       58.725  66.05  NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O                                                                                                                                                                                             
ET   421350   CHEMBL248702   DEXFENFLURAMINE                   CHEMBL1887891                                                    DEXFENFLURAMINE HYDR,DEXFENFLURAMINE                                                    0.05706,3.16       58.835  68.16  CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1                                                                                                                                                                                                                                                                                 
ET   15521    CHEMBL15511    ENROFLOXACIN                      CHEMBL15511                                                      ENROFLOXACIN                                                                            0.5337,-9.61       58.845  94.9   CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1                                                                                                                                                                                                                                                                  
ET   394231   CHEMBL1466     DICUMAROL                         CHEMBL1466                                                       DICUMAROL                                                                               0.5496,-10.08      58.885  95.51  O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O                                                                                                                                                                                                                                                                         
EH   180329   CHEMBL1148     TORSEMIDE                         CHEMBL1148                                                       TORSEMIDE                                                                               0.1161,0.63        58.965  60.92  Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1                                                                                                                                                                                                                                                                       
HT   675180   CHEMBL1201229  DEMECARIUM                        CHEMBL1201229,CHEMBL1200514                                      DEMECARIUM,DEMECARIUM BROMIDE                                                           0.1597,0.01238     59.04   79.33  CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1                                                                                                                                                                                                                                        
ET   697107   CHEMBL1234757                                    CHEMBL1234757                                                    ACETYL-L-GLUTAMINE,ACEGLUTAMIDE                                                         0.63,-28.05        59.05   99.47  CC(=O)N[C@@H](CCC(N)=O)C(=O)O                                                                                                                                                                                                                                                                                   
EH   78582    CHEMBL51149    GALLOPAMIL                        CHEMBL51149,CHEMBL1256940                                        GALLOPAMIL,(+/-)-METHOXYVERAPAM                                                         0.1501,-2.66       59.075  75.28  COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC                                                                                                                                                                                                                                                        
EH   454243   CHEMBL444814   L-CITRULLINE                      CHEMBL444814                                                     L-CITRULLINE                                                                            0.1542,-3.08       59.095  77.17  NC(=O)NCCC[C@H](N)C(=O)O                                                                                                                                                                                                                                                                                        
HT   32533    CHEMBL699      ETOFYLLINE                        CHEMBL699                                                        ETOFYLLINE,7-(B-HYDROXYETHYL)TH                                                         0.2191,0.07134     59.1    74.54  Cn1c(=O)c2c(ncn2CCO)n(C)c1=O                                                                                                                                                                                                                                                                                    
ET   88739    CHEMBL58323    ERLOSAMIDE                        CHEMBL58323                                                      LACOSAMIDE                                                                              0.03429,4.39       59.115  73.32  COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1                                                                                                                                                                                                                                                                               
EH   111060   CHEMBL305660   EBASTINE                          CHEMBL305660                                                     EBASTINE                                                                                0.1539,-3.03       59.12   77.03  CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1                                                                                                                                                                                                                                                        
EH   179239   CHEMBL108821   SITAFLOXACIN                      CHEMBL108821                                                     SITAFLOXACIN,SITAFLOXACIN HYDRATE                                                       0.1303,-0.58       59.175  66.57  N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2                                                                                                                                                                                                                                            
ET   33679    CHEMBL710      FINASTERIDE                       CHEMBL710                                                        FINASTERIDE                                                                             0.2658,-3.72       59.18   79.52  CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C                                                                                                                                                                                                                                     
ET   675068   CHEMBL1201117  METHOCARBAMOL                     CHEMBL1201117                                                    METHOCARBAMOL                                                                           0.09817,1.12       59.235  60.17  COc1ccccc1OCC(O)COC(N)=O                                                                                                                                                                                                                                                                                        
EH   1548671  CHEMBL2374220  LEDIPASVIR                        CHEMBL2374220                                                    LEDIPASVIR                                                                              21.65,-0.2222      59.275  98.95  COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C                                                                                                                                                    
ET   21459    CHEMBL19019    NALTREXONE                        CHEMBL4303313,CHEMBL1201149                                      NALTREXONE HYDROCHLO                                                                    0.1496,-0.56       59.32   66.46  O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5                                                                                                                                                                                                                                                    
ET   22873    CHEMBL19299    LOXOPROFEN                        CHEMBL19299                                                      LOXOPROFEN                                                                              0.3451,-5.46       59.35   85.81  CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1                                                                                                                                                                                                                                                                                  
ET   47675    CHEMBL788      IDOXURIDINE                       CHEMBL788                                                        IDOXURIDINE,IDOXURIDIN                                                                  -0.01139,8.12      59.47   84.61  O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I                                                                                                                                                                                                                                                                 
ET   510462   CHEMBL1679     LEUCOVORIN                        CHEMBL1201138                                                    FOLINIC ACID CALCIUM,LEUCOVORIN CALCIUM                                                 0.1347,-0.23       59.525  64.82  Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O                                                                                                                                                                                                                                           
EH   348726   CHEMBL207538   BREXANOLONE                       CHEMBL207538                                                     ALLOPREGNANOLONE,(3?,5?)-3-HYDROXY-PR                                                   0.07305,4.22       59.525  73.62  CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C                                                                                                                                                                                                                                           
EH   674543   CHEMBL1200592  DESOXYCORTICOSTERONE PIVALATE     CHEMBL1200592                                                    DESOXYCORTICOSTERONE                                                                    0.2223,-25.32      59.575  99.29  CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C                                                                                                                                                                                                                                   
HT   515239   CHEMBL1684     BENDROFLUMETHIAZIDE               CHEMBL1684                                                       BENDROFLUMETHIAZIDE                                                                     0.1205,0.07843     59.62   64.07  NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O                                                                                                                                                                                                                                                             
EH   1525737  CHEMBL2336071  SIPONIMOD                         CHEMBL2336071                                                    BAF312 (SIPONIMOD),BAF312                                                               19.01,-0.1293      59.755  98.09  CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1                                                                                                                                                                                                                                               
EH   320522   CHEMBL1377     CHLOROGUANIDE                     CHEMBL1377,CHEMBL1201059                                         CHLOROGUANIDE,PROGUANIL HYDROCHLOR,CHLOROGUANIDE HYDROC                                 0.102,1.7          59.795  63.65  CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1                                                                                                                                                                                                                                                                                  
ET   42468    CHEMBL761      NAPHAZOLINE                       CHEMBL1706,CHEMBL761                                             NAPHAZOLINE HYDROCHL,NAPHAZOLINE                                                        0.01362,5.6        59.825  78.86  c1ccc2c(CC3=NCCN3)cccc2c1                                                                                                                                                                                                                                                                                       
EH   1376147  CHEMBL2103877  EFINACONAZOLE                     CHEMBL2103877                                                    EFINACONAZOLE                                                                           -0.006373,13.04    59.835  92.56  C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1                                                                                                                                                                                                                                                               
ET   65540    CHEMBL297362   XYLAZINE                          CHEMBL297362                                                     XYLAZINE                                                                                0.2001,-2.42       59.9    74.23  Cc1cccc(C)c1NC1=NCCCS1                                                                                                                                                                                                                                                                                          
EH   1825038  CHEMBL3360855                                    CHEMBL3360855                                                    EPZ005687                                                                               0.02871,8.5        59.96   86.41  Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc3c2cnn3C2CCCC2)c(=O)[nH]1                                                                                                                                                                                                                                          
HT   581814   CHEMBL1751     DIGOXIN                           CHEMBL1751                                                       DIGOXIN                                                                                 0.2267,0.06169     60.08   77.43  C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O                                                                                                                    
ET   837060   CHEMBL1413176  NIFENAZONE                        CHEMBL1413176                                                    NIFENAZONE                                                                              0.02671,4.38       60.145  75.36  Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C                                                                                                                                                                                                                                                                        
ET   8062     CHEMBL428647   PACLITAXEL                        CHEMBL428647                                                     PACLITAXEL                                                                              -0.0235,8.47       60.165  86.72  CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C                                                                                                                                                 
EH   191163   CHEMBL324842   ROSMARINIC ACID                   CHEMBL324842                                                     ROSMARINIC ACID,ROSMARINIC-ACID                                                         0.1856,-7.31       60.255  91.11  O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O                                                                                                                                                                                                                                                           
HT   712273   CHEMBL1276308  MIFEPRISTONE                      CHEMBL1276308                                                    MIFEPRISTONE                                                                            0.1807,0.07581     60.26   72.63  CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C                                                                                                                                                                                                                                   
EH   1377367  CHEMBL2105097  GUACETISAL                        CHEMBL2105097                                                    GUACETISAL                                                                              0.1414,-2.41       60.265  74.1   COc1ccccc1OC(=O)c1ccccc1OC(C)=O                                                                                                                                                                                                                                                                                 
HT   146      CHEMBL4        OFLOXACIN                         CHEMBL4                                                          OFLOXACIN                                                                               0.1602,0.08432     60.3    69.74  CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23                                                                                                                                                                                                                                                                
HT   6723     CHEMBL79       LIDOCAINE                         CHEMBL79,CHEMBL541521                                            LIDOCAINE,LIDOCAINE HYDROCHLOR                                                          0.1688,-0.01364    60.345  85.14  CCN(CC)CC(=O)Nc1c(C)cccc1C                                                                                                                                                                                                                                                                                      
EH   22956    CHEMBL609      TRIENTINE                         CHEMBL609,CHEMBL3989777                                          TRIENTINE,TRIENTINE HYDROCHLOR                                                          0.1736,-5.82       60.38   87.06  NCCNCCNCCN                                                                                                                                                                                                                                                                                                      
HT   245084   CHEMBL1266     TETRAHYDROZOLINE                  CHEMBL1266,CHEMBL1200413                                         TETRAHYDROZOLINE,TETRAHYDROZOLINE HYD                                                   0.1519,0.01345     60.47   79.0   c1ccc2c(c1)CCCC2C1=NCCN1                                                                                                                                                                                                                                                                                        
EH   7725     CHEMBL428880   CROMOLYN                          CHEMBL74,CHEMBL428880                                            CROMOLYN DISODIUM SA,CROMOLYN,CROMOLYN SODIUM                                           0.1049,1.09        60.475  62.48  O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1                                                                                                                                                                                                                                                    
EH   14126    CHEMBL278020   NEOSTIGMINE                       CHEMBL278020,CHEMBL54126                                         NEOSTIGMINE,NEOSTIGMINE BROMIDE                                                         0.1096,0.52        60.64   61.5   CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1                                                                                                                                                                                                                                                                                
ET   2131     CHEMBL439      SULFADIAZINE                      CHEMBL439,CHEMBL1382627,CHEMBL439,CHEMBL1382627                  SULFADIAZINE,SILVER-SULFADIAZINE,SULFADIAZINE,SILVER-SULFADIAZINE                       -0.0006413,6.05    60.745  82.17  Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1                                                                                                                                                                                                                                                                                   
HT   405365   CHEMBL1480     FELODIPINE                        CHEMBL1480                                                       FELODIPINE                                                                              0.265,0.04552      60.75   82.6   CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl                                                                                                                                                                                                                                                                 
ET   369464   CHEMBL1431     METFORMIN                         CHEMBL1703,CHEMBL1431                                            METFORMIN HYDROCHLOR,METFORMIN                                                          0.00269,5.77       60.795  81.44  CN(C)C(=N)NC(=N)N                                                                                                                                                                                                                                                                                               
HT   873560   CHEMBL1449676  ORNIDAZOLE                        CHEMBL1449676                                                    ORNIDAZOLE                                                                              0.1218,0.06305     60.82   66.97  Cc1ncc([N+](=O)[O-])n1CC(O)CCl                                                                                                                                                                                                                                                                                  
HT   1078535  CHEMBL1697771  REBAMIPIDE                        CHEMBL1697771                                                    REBAMIPIDE                                                                              0.1332,0.04146     60.95   71.47  O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1                                                                                                                                                                                                                                                               
EH   617076   CHEMBL1078685  Topiroxostat                      CHEMBL1078685                                                    TOPIROXOSTAT                                                                            -0.01483,11.68     60.96   93.3   N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1                                                                                                                                                                                                                                                                             
ET   2265     CHEMBL446      SULFAMETHAZINE                    CHEMBL1563050,CHEMBL446                                          SULFAMETHAZINE SODIU,SULFAMETHAZINE                                                     0.07695,1.35       60.96   64.53  Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1                                                                                                                                                                                                                                                                             
EH   697885   CHEMBL1235535  NICOTINYL ALCOHOL                 CHEMBL1235535,CHEMBL1324760                                      NICOTINYL ALCOHOL,NICOTINYL ALCOHOL TA                                                  0.2034,-15.94      60.965  98.56  OCc1cccnc1                                                                                                                                                                                                                                                                                                      
